patch_id,tls,tgfb,emt,hypoxia,mhc,icp,ifng,toxic
patch_x7665_y14841,-1529.5061238000653,1900.4622089815748,-52.517378351536536,-654.080366304408,2783.6535215928525,-3805.259185700098,-3510.828423259405,-1891.6259516716336
patch_x11025_y18873,-1388.7928941851505,2115.033211960721,122.7072713229627,-495.0365090748619,8738.981964591032,-3704.8926404060467,-3404.626613704071,-1750.7460002206772
patch_x9569_y19657,-1351.2804810769057,2161.3818823789024,162.05362462760422,3156.0012992905686,3051.6683029066244,-3667.880392805914,-580.3068723820652,-1714.2339181286561
patch_x6209_y9241,-1907.464526095112,1368.952995696789,1485.0115370582098,-1069.9950570971469,8929.992499034803,-4078.182831292067,-3793.7553790135717,-2251.9118393467943
patch_x6881_y13049,-1617.0350877192968,1759.0820920225106,-155.05130751406978,3359.1777274084507,2625.6448072362255,-3854.108683658832,-3560.8449740703973,-1967.8178307403723
patch_x11025_y10473,-1260.0836367648717,2309.931038287539,275.7579168045886,-352.5972306504136,3219.677568804809,-3616.8635109787065,-3312.7628820478885,-1625.5379013571683
patch_x10017_y12825,-1176.87327654179,1091.0276950237221,1315.8646071111434,2012.133031527861,9013.997131983895,-4153.707823016662,-3874.7821913273747,-2400.1275515833604
patch_x6769_y11257,-2042.3424914487496,6004.358752691416,-662.8860200816525,2567.735001585028,8636.976338867134,-4170.380006620324,-1618.2249943511579,-2378.7871565706737
patch_x12369_y13609,-1685.0575968222429,2504.0076054192305,-232.0767957629905,-824.5273680145638,8965.994484584413,-3919.1301997131186,-731.6723294538915,-2036.8406708595385
patch_x5201_y16409,-1246.5791680458997,2321.7682886461444,2107.3743273479267,-341.1940861698022,3228.6780651922127,-3604.5260951119935,-3298.258082312698,-1614.5342601787488
patch_x15057_y3193,-1103.8652763985428,2531.337636544191,461.4860421493995,-179.94962211066377,3450.6903094148147,-3503.4926624737936,-3192.723160101513,-1477.155467284565
patch_x3745_y13273,-1863.2832395454043,2280.71957036839,1437.8124128799955,2746.370505138544,2264.6248965859577,-4025.3320092684526,-3736.0696237448956,-2198.227408142997
patch_x13489_y7001,-1111.3677590201914,2520.0005516937017,452.31634116738314,-189.55227009433474,3436.6895372566323,-3507.9941520467837,-3196.8912060024277,-1484.4912280701756
patch_x10913_y18201,-1792.0930155577626,1530.5064548162882,-355.61767626613437,3213.7526019810757,2389.631790855441,-3980.483835374601,-3693.0553900474442,-2136.2068851373706
patch_x5425_y17529,-1428.305969325831,2063.5161646254,1918.18248530468,-540.8491421636245,2946.6625117202584,-3735.4027364007497,-661.8210164387674,-1014.3971929369454
patch_x7217_y18985,-1979.1549155908615,2408.952866725769,3096.972199529968,6715.335844457986,8680.978765649992,-4109.359814630918,-3825.432527860532,-2306.429879730773
patch_x14273_y4425,-1139.5437493103836,2485.1556879620402,420.1390268123123,-216.75977271473494,3401.6876068611764,-1501.6787253233306,-626.1594389280654,-1509.332781639635
patch_x11361_y3193,-1163.384971863622,2451.1444334105727,393.2968112104172,-241.76666850554466,3365.685621311566,-3547.8406708595376,-3237.7380558314017,-1532.5071168487239
patch_x9121_y17977,-2384.2889771598802,3508.652599388206,722.2852410844062,-75.54685017716292,8360.961116320115,-4384.95100959947,-4121.030343153481,-2695.7253668763105
patch_x7889_y13385,-1909.4651881275495,4284.44285050434,-512.0027584684976,3643.609868856982,8083.94583861894,-4056.6757144433395,-1483.610623749325,-2245.576409577402
patch_x11697_y16745,-1331.9407480966565,2195.5598587664153,1963.3499162335665,-434.01968334528647,3086.6702333020785,-3663.378903232924,-3358.7781087939957,-1699.8958402295048
patch_x7553_y19881,-1972.6527639854348,2407.9129618260613,-572.8562286218712,2655.2927065779786,7971.939661353483,-1843.4389137796097,-3821.2644819596144,-2290.7580271433308
patch_x2513_y10361,-2098.1943065210207,7167.78095617625,1295.3695135754133,2938.4631044043126,8896.990678947659,-4202.223877303322,-1351.3346158400182,-2429.470594725808
patch_x4641_y11369,-1468.6526536466963,3779.6742397897415,32.34403619110708,-579.8598995972843,9018.997407754674,-3763.578726690941,-3468.147633234028,-1824.6037735849059
patch_x12929_y6553,-1192.061127661923,2406.129537680681,358.78539115083186,-274.9758261157385,3319.6830842203963,-3561.0116959064326,-3254.4102394350666,-1558.3490014344025
patch_x6769_y19321,-1895.2938320644362,1360.9503475670317,-487.3279267350754,2301.3986152501802,8049.94396337764,-4049.173231821691,-3766.5797197395996,-2228.070616793555
patch_x4753_y13609,-1611.3665452940522,1790.925962705509,4402.7066117314225,1842.587343607178,9031.9981247587,-3860.6108352642623,-1191.4819994968784,-1960.3153481187237
patch_x22449_y19209,-2385.122586340066,1572.7434091021478,2680.924293359434,2920.8576563773604,7373.906679168274,-4381.7832947147745,-1942.0523096379948,-2708.229504579059
patch_x6993_y17977,-1588.1922100849615,3593.6407111753815,-110.70329912832312,2988.6380246715635,2701.6489989520705,-3839.9373275957196,-3549.5078892199053,-1935.6405163853033
patch_x13153_y6441,-1115.0356394129985,2515.8325057927814,448.64846077457696,-192.35304242290476,3434.68942694832,-3510.3282577512973,-3200.559086395233,-1487.1587774467616
patch_x2625_y14953,-1503.8309610504248,1920.8022729780441,1852.2891345023418,-635.8753461686974,9040.998621146104,-3774.2489241972853,-604.269512409046,-1863.9501268895492
patch_x7889_y14617,-1901.1290963257197,1376.2887564824014,-494.9971311927602,-1064.7936227726595,7998.941150515691,-4060.3435948361475,-3777.583360918018,-2242.075251020634
patch_x8561_y10585,-1365.7852808120924,2147.7106918238987,1980.7646406331933,1058.2948348727205,3031.667199823507,-3685.052741917687,-3384.453271543639,-1727.5716650115874
patch_x6769_y18313,-2035.8403398433202,3095.5684344190286,-646.2138364779894,5132.516911888975,2017.6112735094594,-4156.041928721175,-3873.1149729670087,-2359.4474235904236
patch_x13377_y2857,-1117.203023281474,2514.6654529405278,446.8145205781748,-193.75342858718977,3430.6892063316973,-3514.496303652212,-3204.5604104601134,-1489.3261613152372
patch_x10353_y11369,-2128.5376806796867,5487.6091540935795,3200.787058473552,2304.888017324938,7736.9267001268545,-4199.556327926736,-1697.926712349169,-2460.147412556549
patch_x8673_y10809,-675.2692540686148,5161.632897524996,-54.35131854794054,3093.557439940174,8572.972809001158,-3794.088822685644,-3496.3236235242193,-1885.4572437382776
patch_x3857_y7561,-1626.038066865276,1776.2544411342842,1581.5221836148448,774.1539394329957,8412.96398433622,-3879.617124572437,-3588.520798852477,-1982.6560741476324
patch_x4865_y16857,492.83900874148276,2458.9803597042937,402.4665121924336,-235.76501351574916,3373.6860625448135,-3537.670638861303,-3229.568685865607,-195.8084077272979
patch_x8337_y18985,-1278.5897605649334,2276.753392916253,254.0840781198276,5752.532933440018,3178.675307484418,-3628.3673176652337,-3326.100628930817,-1645.211078009489
patch_x6881_y16521,-1326.7723711795225,2850.1098923352383,2030.9700918668514,-425.6173663595764,3112.671667310131,-3666.713339953657,-3364.446651219241,-1689.8925300673063
patch_x5873_y16409,663.5227985913789,4930.091116299738,2095.1083269280716,-358.19877530755184,3199.676465721692,-3616.6967891426684,-3313.4297693920325,-1628.5388944058259
patch_x3409_y15961,-2048.8446430541753,4380.891637802875,1025.0798976511269,2643.859607405293,7830.9318846175065,-4142.37073816617,-3862.778219132737,-2383.121924307623
patch_x15169_y7561,-1107.0329912832394,2527.169590643274,458.318327264702,-182.7503944392338,3445.690033644036,-3505.9934900143453,-3195.2239876420617,-1479.656294825113
patch_x6993_y13721,1092.1508312235655,1674.720842987972,-234.91106697561554,5133.61571140466,8376.961998786608,-3901.290963257198,-3608.6941410129093,-2028.3378572216698
patch_x9905_y14505,-2394.7924528301883,3153.036280150327,-1085.0257089264041,1524.420828912138,8417.964260106999,-4392.45349222112,-1947.7783389759788,-2712.3975504799737
patch_x13265_y4873,-1107.699878627387,2527.836477987421,457.8181617565915,-183.75067027086698,3446.69008879819,-3506.66037735849,-3196.224318658282,-1480.1564603332245
patch_x4529_y17193,-1537.008606421713,2583.0365741218593,-53.01754385965069,-659.4818557952221,8917.991837184933,-3814.5956085181497,-3515.996800176542,-1895.4605539004751
patch_x10017_y19881,-1799.7622200154492,2345.3155221515954,1512.099639723525,2708.7950293059566,8729.981468203629,-3979.816948030453,-3692.221780867264,-2137.0404943175563
patch_x4305_y14505,-608.0062800627056,2151.2118503806705,1997.719771312426,-472.43027527996855,9047.999007225195,-3686.88668211409,-3387.120820920225,-1723.4036191106688
patch_x4193_y12825,-1702.7301114421261,2817.204441052525,-236.07811982787098,2853.605820434641,2550.6406706745347,-3925.9657949906223,-3636.7034094670635,-2042.6759351208211
patch_x9233_y9465,-1807.7648681452056,2633.5886014497846,-381.29283901577946,1556.6233874382924,8750.982626440902,-3992.4878075692377,-3708.5605207988538,-2151.3785722167067
patch_x7777_y16073,-1403.9645812644812,2093.19265143992,103.53426017875063,2204.7094841240378,2972.663945728311,-3709.560851815072,-906.9921641833262,-1760.5825885468375
patch_x15393_y7225,-1119.0369634778772,2513.831843760341,445.14730221781065,-194.55364925249705,3433.689371794164,-3515.6633565044685,-3205.5607414763326,-1490.6599360035307
patch_x3857_y10137,-1662.550148957297,2423.3092875966668,-208.068851373715,-800.1206377227336,2582.642435607522,-3904.2919563058585,-687.6932967854664,-2015.50027584685
patch_x3969_y8569,-1728.4052741917676,2539.520915250514,1800.6498038436748,3933.8352103093985,2472.6363686503773,-3941.8043694141006,-976.4292613262523,-2084.356394129979
patch_x11921_y17753,-2011.4989517819713,2907.083868548494,-618.2045680238334,1277.206796453518,8899.990844410126,-4123.197727021959,-3846.9396447092586,-2336.6065320534053
patch_x3409_y16633,-1294.761778660487,2238.9075361359373,4585.202410395526,-396.60936724223757,3135.672935855717,-3631.5350325499276,-530.5212263074118,750.9039495363577
patch_x4193_y11593,-1342.2775019309283,2186.7236014564714,2017.9730006657628,-444.82266232691654,3088.670343610391,-3669.2141674942086,-3369.948471808453,-1703.3969987862756
patch_x14385_y6441,-1111.3677590201896,2519.333664349555,451.81617565927627,-188.55199426269974,3437.6895924107885,-3509.1612048990382,-3198.5584243627945,-1484.4912280701737
patch_x10353_y11929,-2452.4782080988625,1477.519167707209,946.3024427453074,4044.1224537132857,7279.901494677624,-4437.968553459119,-4180.04987311045,-2764.081319651328
patch_x21889_y18089,-1899.2951561293166,1379.7899150391713,3166.0049770811383,2330.383690654846,8971.994815509348,-4067.679355621759,-3789.4206112766187,-1434.0606823696862
patch_x14945_y7001,-1107.8666004634206,2526.0025377910206,456.8178307403741,-183.55061510453925,3445.690033644036,-3505.9934900143444,-3195.22398764206,-1480.489904005296
patch_x9345_y11593,-2792.5907536135946,2378.668368661549,-1565.6847622200157,4176.343508716669,8783.984446528046,-4664.043363124793,-4414.1273309058815,-3089.855787266909
patch_x7665_y12377,-740.2846851351169,1886.6242965905312,-61.02019198940798,-666.6838417829749,2754.6519221223316,-3808.093456912722,-3515.996800176543,609.0846068935825
patch_x2401_y14617,-1872.1194968553455,2568.818517260186,1505.7066726177654,529.5159002739219,9027.997904142077,-2087.1798574445093,-1443.0678568855928,87.56519598086197
patch_x6657_y8009,-1333.1078009489129,3305.707391445436,191.73011144212796,-430.0185800187537,3100.671005460261,-3670.7146640185356,-3367.11420059583,-1697.7284563610265
patch_x5089_y14841,-1534.341057045127,3014.418979954824,1798.8437174761311,-669.6846692778745,9027.997904142077,-3795.922762882049,-3501.658722277394,-1889.125124131082
patch_x8673_y17753,-1709.732428555666,2783.1723891571673,-260.2527860531809,-848.3339328074144,8356.96089570349,-3929.4669535473895,-3638.7040714995037,-2053.3461326271636
patch_x2625_y16409,-1262.0842987973065,2308.597263599251,277.2584133289183,3311.533149036599,3213.677237879874,-3615.363014454375,-3309.9286108352644,-1628.0387288977163
patch_x7217_y10025,-1768.7519585126338,1560.3496634668427,1559.7066338393506,5620.346179278855,8994.996084054934,-3973.481518261061,-3685.3861855897603,-2117.700761337307
patch_x7777_y19769,-2081.0219574092453,4736.663957982262,-699.8982676817832,1478.1636792465688,7821.931388230103,-4175.548383537462,-2394.938984746931,-2403.461988304093
patch_x3745_y17529,-2004.8300783405057,3984.6980898868223,1257.8077526111974,2154.720168777316,8991.995918592465,-4140.370076133732,-3864.1119938210313,-2340.1076906101744
patch_x9345_y15513,-733.6821731269956,3076.6453987021923,-8.336091801831572,-611.668671043195,2850.657216921296,-3787.92011475229,-3490.6550810989747,-1858.1148626282684
patch_x22673_y17641,-1913.1330685203575,1343.4445547831856,-512.0027584684976,-1081.3982015777565,8905.99117533506,-4077.8493876199936,-3791.5879951450943,-2256.246607083747
patch_x3073_y14057,-1495.1614255765198,1957.4810769061023,1752.586277538543,-614.0693330391132,8951.99371242623,-3772.0815403288107,-3472.1489572989085,-1850.9458236786932
patch_x8113_y9353,-1897.2944940968791,2540.490521723683,-478.4916694251351,2340.1272965972094,8764.983398599084,-4074.848394571334,-3788.5870020964376,-2239.741145316121
patch_x12257_y18089,-1627.87200706168,2661.015280482663,-160.71984993931255,-767.1115352788656,2611.644035078043,-3871.7811982787152,-3579.517819706499,-1976.320644378241
patch_x3969_y16521,-1253.0813196513282,2311.4315348118726,2055.79781431809,-349.1962928228604,9027.997904142077,-3614.529405274191,-694.9850468465356,-1621.3698554562516
patch_x11921_y5545,-1117.2030232814732,2510.497407039611,445.3140240538469,-195.1538147514766,3428.689096023385,-3512.328919783735,-3202.8931920997456,-1490.1597704954202
patch_x9457_y19881,-2175.719960278054,1850.6244693874214,1101.772278244105,7813.811217704231,8938.992995422204,-4243.737614476444,-3972.4811872448417,-947.0560998768442
patch_x9457_y13833,-2430.304203905992,1698.8626028845938,941.2857657827299,4178.0529515570615,1334.5736032210025,-4410.6261723491125,51.49239148750166,-2757.5791680459006
patch_x2401_y8905,-1737.5749751737849,1617.5352532274082,-291.7632130641068,1824.3707304650034,8229.953891125697,-3951.640957740262,-3666.3798962815836,-2088.190996358824
patch_x13489_y3753,-1124.038618558976,2504.4954209422904,438.311706940307,-201.75563524024983,3421.688709944294,-3518.831071389165,-3208.8951781970654,-1495.9950347567037
patch_x4417_y9129,-1490.159770495421,1971.8191548052528,1937.4932852773145,-604.0665747227886,8651.977166179471,-3780.4176321306422,-1085.8503524676398,-1846.6110559417411
patch_x4641_y14953,-1258.416418404502,4873.2291672494775,2085.5112213986977,-355.79811331163364,3200.676520875848,-3608.8608628489465,-3303.9266247379446,-1623.5372393247299
patch_x23121_y17417,-1173.054838353748,2424.135495972634,377.45823678693705,3433.8426318334914,3331.6837460702664,-3548.8410018757595,-3242.0728235683546,-1545.6781418956207
patch_x11585_y4649,-1112.034646364339,2521.000882709919,452.64978483945924,-188.35193909637746,3438.6896475649446,-3509.327926735077,-3198.725146198829,-1484.1577843981013
patch_x13377_y7001,-1115.0356394129976,2514.832174776564,447.64812975835775,-192.35304242290476,3434.68942694832,-3510.328257751298,-733.8603248393483,-1486.9920556107254
patch_x8897_y18985,-1194.0617896943622,2410.1308617455597,357.1181727904677,-275.37593644839217,3323.683304837019,-3573.51583360918,-3267.747986317996,-1563.3506565155021
patch_x3073_y15177,-2130.0381772040164,5261.955884555811,1061.153534709576,3894.735358206739,7756.927803209972,-4196.2218912060025,-1373.6496991550648,-2466.9830078340483
patch_x15281_y3753,-1120.0372944940955,2510.497407039613,442.47975284122367,-197.7545319137207,9053.99933815013,-3515.4966346684323,-3206.727794328588,-1491.4935451837118
patch_x11473_y6105,-1145.2122917356264,2472.6515502592993,412.9699878627416,3504.006415727117,3387.686834702994,-3531.501930927947,-3222.7330905881036,-1516.5018205892056
patch_x14273_y7001,-1128.0399426238546,2494.4921107800947,431.3093898267671,-208.55751089534897,3409.6880480944237,-3519.3312368972756,-3209.8955092132855,-1500.663246165729
patch_x3521_y12713,-2065.8502703299127,1124.7055059031245,1176.7414748267038,2523.6356158800118,7891.935249021013,-4172.213946816726,-3892.28798411122,-142.10158826684165
patch_x14945_y6665,-1107.533156791349,2527.5030343153467,457.1512744124466,-183.55061510453925,3447.6901439523463,-3507.493986538675,-3196.7244841663914,-1480.8233476773694
patch_x11249_y14729,-1601.3632351318547,4864.630718115739,-127.8756482400986,-728.3008330115299,2702.6490541062267,-3859.2770605759697,-3564.6795762992388,-1951.4790908087834
patch_x13377_y6329,-1107.3664349553146,2526.8361469712,457.6514399205571,-184.75094610249835,3444.6899784898796,-3505.3266026701976,-3195.390709478097,-1479.8230166611493
patch_x8337_y11481,-2111.8654970760244,2452.7559575979103,-738.9111773143559,4215.006996768623,8633.976173404666,-4201.056824451066,-3921.130861745559,-2436.30619000331
patch_x11697_y2857,-1131.0409356725131,2490.9909522233247,427.64150943396453,-211.95844872290036,3404.687772323645,-3523.4992827981905,-3213.730111442127,-1504.9980139026802
patch_x11809_y12377,-1906.7976387509643,2211.075510622646,1552.7339061874882,3665.397300193703,8889.990292868568,-4072.6810107028577,-936.6211389351265,505.5077116188513
patch_x5985_y18649,-1951.8125344808577,2156.9846055191174,-543.013019971313,6545.159166021856,7987.940543819977,-4087.852697782191,-3802.758358159552,-2279.921107800951
patch_x11025_y19769,-1916.967670749199,3289.8964622645,1394.980933211189,1398.3599579335896,2158.6190502454356,-4059.843429328036,-3777.416639081981,-2258.2472691161875
patch_x5089_y14729,-1833.1065872227737,4853.753350569201,1320.6986146753916,4966.682075553095,9029.998014450388,-4004.325057927839,-3720.731214829526,-2172.2188017212848
patch_x6433_y12265,-1423.6377579168047,2046.010371841554,1824.6297061834684,-545.4504109891313,8688.97920688324,-3727.733531943065,-3428.968001765421,-1786.9246386406257
patch_x5313_y16633,-1163.8851373717325,5042.1123362414255,2168.5194909956845,-248.3684889943197,9061.999779383377,-3544.3395123027713,-1725.179876696434,-1535.1746662253108
patch_x6657_y15961,-1265.5854573540782,2295.7596822244304,2078.7145506414017,-360.79949246979777,3204.6767414924707,-3622.365331567912,-3317.264371620875,-1634.7076023391792
patch_x14945_y3865,-1109.8672624958626,2522.5013792342506,454.3170031998252,-187.551718431072,3442.6898681815674,-3506.8270991945265,-3196.7244841663914,-1482.8240097098078
patch_x15169_y7001,-1110.3674280039704,2524.502041266691,454.65044687189584,-185.95127710045745,3442.6898681815674,-3508.327595718856,-3197.2246496744992,-1482.4905660377353
patch_x13489_y5209,-1158.7167604545957,2455.812644819598,396.1310824230386,2425.6383494297097,3374.686117698968,-3543.172459450512,-3235.0705064548165,-1527.5054617676278
patch_x11809_y14953,-1186.559307072711,2406.62970318879,360.11916583912716,-271.9749986208408,3319.6830842203963,-3563.179079774908,-3254.576961271102,-1558.3490014344025
patch_x10017_y19545,-1536.1749972415328,2706.4592652230003,-48.51605428665971,-659.0817454625703,2759.6521978931105,-3796.0894847180834,-3497.990841884586,-1887.9580712788256
patch_x4305_y15961,2527.32065112654,4878.681315330719,4640.658927139466,-351.99706515143225,8895.990623793503,-3607.1936444885796,-3298.9249696568477,-1619.702637095883
patch_x7329_y15401,-1680.3893854132175,1687.891868034867,-224.7410349773818,2659.063945779264,2543.6402845954435,-3896.956195520247,-3603.359042259738,-2021.3355401081326
patch_x3633_y10361,-1891.625951671631,2526.912680881138,1399.2253763220378,2727.581926776844,8914.991671722464,-4061.8440913604773,-3778.9171356063107,-2234.906212071058
patch_x10353_y4537,-1134.3753723932468,2489.8238993710693,426.47445658170545,-213.55889005351128,3404.687772323645,-3525.1665011585574,-3217.397991834935,-1505.6649012468279
patch_x11697_y19209,-1524.6711905550046,3672.6049362709255,-39.679796976717626,6585.712045642511,2793.6540731344103,-3793.7553790135707,-3499.8247820809884,-1878.788370296812
patch_x11473_y8681,-1102.8649453823236,2532.5046893964445,462.31965132957885,-179.1494014453583,3452.690419723127,-3502.325609621539,-3191.88955092133,-1476.155136268345
patch_x3073_y8345,-1200.897384971865,2383.6220898157335,342.27992938320494,3390.1408286145725,3291.6815399040315,-3567.347125675825,-3261.579278384642,-1573.5206885137386
patch_x5761_y11929,-1914.46684320865,2519.109839889339,-501.4992827981896,494.0725553509128,8148.949423639071,-4074.0147853911503,-3789.587333112657,-2248.243958953989
patch_x11137_y18649,-1518.8359262937229,1933.806576188901,-28.676155798300897,-634.0748496717606,2811.6550659092154,-3786.7530619000336,-3491.82213395123,-1864.6170142336978
patch_x5313_y14729,-2223.5691272205677,2034.913687081602,-885.4596711905551,5619.01341355982,8991.995918592465,-4268.912611717974,-3998.989959174667,-2542.174555886573
patch_x15729_y4089,-1110.200706167937,2521.667770054066,454.3170031998252,-187.15160809841655,3440.689757873255,-3506.8270991945265,-3195.8908749862067,-1482.3238442016973
patch_x10017_y11369,-2319.767626613705,3679.0173337501164,815.1241553268919,2683.8721796667523,8939.99305057636,-4347.271874655194,472.604142843089,-2643.7081540328827
patch_x9345_y13945,-2487.1563499944823,5015.829758552913,2822.0390161656724,4490.857885671408,7207.897523578402,-4464.14388171687,-1672.9750487910342,-2804.928169480304
patch_x10465_y12489,-2240.408032660269,1673.7094683090563,1192.7491844537435,1770.9406640313246,8995.99613920909,-4296.421714664019,-4022.1642943837605,-2558.3465739821268
patch_x2065_y14617,-2002.1625289639205,4053.8759720164144,1110.4423816662747,1663.4870389189855,9033.998235067013,-4125.531832726471,-3843.771929824561,-2338.107028577736
patch_x11809_y3529,-1110.8675935120837,2520.6674390378466,453.31667218360417,-187.951828763722,9056.999503612597,-3508.327595718857,-3198.058258854683,-1483.6576188899908
patch_x22673_y19097,-2169.3845305086625,4010.94029266084,1110.445447874541,1899.063720328657,9026.997848987921,-4249.4061569016885,-3977.4828423259405,-2504.9955864504027
patch_x11361_y17193,-1895.4605539004751,3354.6212443812874,1255.2923315744174,1449.6173058627064,8162.950195797253,-4045.3386295928512,-1458.888482218861,-2224.2360145647144
patch_x6545_y11593,-2103.8628489462653,2248.865646083612,-728.2409798080134,-1282.6536989021906,8676.978545033367,-4217.2288425466195,-1347.578840334474,-1559.3151288597728
patch_x4865_y17193,-1271.4207216153618,2285.2562065541206,263.5872227739146,-364.8005957963269,9026.997848987921,-3616.6967891426684,-3309.7618889992273,-1635.707933355401
patch_x22337_y17305,-1577.8554562506915,1849.111883482292,-99.53293611387016,2021.8763343733553,8871.989300093763,-3842.4381551362685,-3546.0067306631363,-1930.972304976276
patch_x13265_y5769,-1124.5387840670846,2504.1619772702197,437.3113759240896,-200.75535940861846,3424.6888754067622,-3518.49762771709,-3208.561734524991,-1496.4952002648133
patch_x8225_y9913,-1588.5256537570358,3588.4248430469906,-116.37184155356954,5342.506374333505,2697.648778335448,-3852.9416308065756,-3557.5105373496644,-1943.8098863510986
patch_x9233_y14281,-2055.346794659604,3047.9419746797175,1346.7841545553638,4746.123146459708,8917.991837184933,-4166.045238883371,-1927.4670898498052,188.2662875750484
patch_x15057_y5769,-1107.8666004634242,2527.002868807238,457.1512744124466,-184.15078060352062,3444.6899784898796,-3505.3266026701976,-3194.723822133951,-1479.8230166611493
patch_x4529_y8793,-1668.0519695465064,3471.996113498599,-207.40196402957008,-800.1206377227336,8984.995532513374,-3910.9608297473233,-3622.0318878958387,-2022.8360366324605
patch_x13153_y3753,-1153.715105373497,2458.6469160322176,403.1333995365767,-233.76446185248642,3374.686117698968,-3539.0044135495964,-3229.9021295376806,-1525.1713560631124
patch_x7105_y19769,-1815.7675162749656,2345.7893125441933,-386.29449409687913,4692.607855359076,8235.954222050632,-3994.1550259296027,-3707.3934679465956,-2150.3782412004866
patch_x8001_y12713,-1382.6241862517927,2130.5383427121287,1974.892262118501,-483.2332542615968,8815.986211461033,-3697.8903232925086,-893.7466640428902,-1739.408915370188
patch_x13937_y3529,-1113.0349773805583,2518.50005516937,449.8155136268342,-189.95238042698475,3439.6897027191008,-3510.661701423369,-3200.0589208871243,-1484.824671742248
patch_x2289_y14841,1198.1602967691306,1951.6458126448197,1746.1658270737935,-625.6725326860505,2832.656224146489,-3793.2552135054602,-3494.322961491781,-1862.7830740372938
patch_x8561_y14169,-1811.0993048659393,3224.17947441228,3498.421377010707,-972.7682462624816,2339.6290331476484,-3992.82125124131,-3706.3931369303764,-2151.378572216705
patch_x14273_y4649,-1124.038618558976,2501.4944278936327,436.644488579941,-203.55613173718666,3418.688544481827,-3516.163522012578,-3207.3946816727357,-1495.8283129206648
patch_x7217_y8233,-1323.9380999668992,2211.731876861968,198.56570671962982,-423.2167043636564,3103.6711709227293,-3657.5436389716415,-3355.2769502372284,-1688.5587553790137
patch_x11137_y5993,-1118.0366324616589,2512.6647909080893,444.9805803817726,-194.55364925249705,3430.6892063316973,-3514.496303652213,-3205.22729780426,-1490.3264923314573
patch_x6209_y12377,-1532.3403950126904,3039.0458343837363,-41.68045900915968,7122.5905633440325,8588.973691467652,-3809.2605097649794,-766.6413107280132,-1882.9564161977269
patch_x11697_y14393,-2024.8366986649016,1187.0594725808205,-642.8793997572557,4382.5386841492455,8825.986763002593,-4149.039611607637,843.8221243500957,-2359.947589098533
patch_x7889_y11033,-1676.3880613483398,1701.3963367538327,-219.57265806024407,1992.095502094966,8410.963874027908,-3898.623413880614,-3609.361028357057,-2018.3345470594732
patch_x12593_y6329,-1130.0406046562948,2497.3263819927197,432.1429990069537,-206.1568488994326,3415.6883790193588,-3522.999117290081,-3212.729780425907,-1500.8299680017662
patch_x6097_y12713,-1897.127772260841,2513.595248990925,1386.6381965509972,478.9622388786647,8081.945728310628,-4048.8397881496194,-1785.0876384015828,-2230.904888006178
patch_x13489_y17865,-1142.3780205230032,2479.6538673728373,417.3047555996927,-220.96093120758997,3392.6871104737747,-3530.835043583802,-3221.566037735849,-1513.8342712126223
patch_x3297_y9017,-1385.9586229725273,2124.2029129427337,126.70859538783952,-492.03568157996233,3010.6660415862334,-3697.8903232925086,-3396.6239655743148,-1748.24517268013
patch_x3745_y10361,-1741.909742910737,1617.5352532274046,-300.5994703740489,2883.9113908113686,8957.994043351166,-3965.1454264592303,-3678.050424804148,-2091.0252675714464
patch_x7329_y9689,-1629.0390599139373,1777.9216594946465,-165.72150502041404,-761.7100457880533,8413.964039490376,-3875.115634999449,-3586.853580492111,-1979.821802935011
patch_x3185_y16297,-1891.4592298355947,3279.260399173969,-484.4936555224522,4839.781313671107,2215.622194032321,-4024.831843760344,-3747.2399867593504,-2233.7391592188014
patch_x6657_y19657,-1522.5038066865263,1907.2978042590748,-37.17896943617052,-646.4782699840016,2798.654348905189,-3777.2499172459447,-3482.819154805252,998.0934791519285
patch_x12369_y17641,688.3126262512578,2360.21606420263,-248.91570120269353,1361.1669288229114,8955.993933042855,-3908.4600022067734,-3616.363345470594,-2039.841663908197
patch_x8449_y13385,-652.6944563610941,3834.1627566789193,76.69204457685191,-541.0491973299486,9040.998621146104,-3724.065651550258,-1370.819185724652,-1781.2560962153802
patch_x5985_y9577,-1561.6834381551353,1864.6170142336978,-83.02747434624325,-685.4890274176632,2746.6514808890843,-3833.43517599029,-3538.6709698775257,-1919.9686637978602
patch_x13153_y7225,-1105.5324947589106,2530.003861855901,459.151936444885,-181.55006344127287,3449.6902542606585,-3505.1598808341605,-3194.390378461877,-1478.4892419728549
patch_x10017_y10025,-1731.406267240428,1625.204457685093,-287.09500165508143,1844.424054646075,8733.981688820253,-3949.973739379897,-3666.046452609512,-2082.1890102615025
patch_x3857_y17193,-1537.1753282577502,1900.6289308176092,-55.851815072270256,-661.0822971258349,2771.6528597429824,-3799.090477766743,-3506.8270991945265,-1888.4582367869361
patch_x10577_y4537,-1152.0478870131292,2467.4831733421615,923.769823962064,-230.76363435758685,3379.6863934697485,-3537.83736069734,-3229.568685865608,-1522.0036411784158
patch_x14833_y3305,-1121.7045128544614,2506.996248482843,441.31269998896823,-199.15491807800572,3422.68876509845,-3516.663687520687,-3209.228621869136,-1494.1610945602997
patch_x9345_y12489,-1882.7896943616915,4205.2514759908045,-470.6557431314159,3864.555640143699,9026.997848987921,-4035.5020412666872,-1765.2525237179616,-2216.566810107028
